date,sleep_h,active_cal,exercise_h,stand_h,basal_cal,flights,max_hr,min_o2,activity_mets,avg_rr,avg_resting_hr,steps,daylight_h
2024-08-02,23.059166666666666,648.203,21.0,270.0,1932.404,23.0,143.0,0.91,3408.9,13.25609756097561,59.0,14532.0,236.0
2024-08-03,23.926944444444445,256.864,14.0,79.0,1781.054,9.0,89.0,0.9,1040.6,12.488888888888889,54.0,9713.0,95.0
2024-08-04,26.384722222222223,834.975,80.0,157.0,1972.308,12.0,132.0,0.93,2485.7,12.478260869565217,55.0,18668.0,189.0
2024-08-05,22.50777777777778,711.805,43.0,107.0,2009.8020000000001,10.0,171.0,0.91,1933.8,12.394736842105264,52.0,5882.0,12.0
2024-08-06,29.891111111111112,558.947,35.0,79.0,1952.951,9.0,102.0,0.92,1120.6,12.98076923076923,56.0,9927.0,39.0
2024-08-07,19.309444444444445,441.836,8.0,68.0,1923.463,5.0,94.0,0.91,1001.6,12.304878048780488,54.0,4948.0,29.0
2024-08-08,23.17861111111111,424.988,2.0,62.0,1931.943,4.0,91.0,0.94,1041.5,12.630434782608695,57.0,3994.0,6.0
2024-08-09,29.490277777777777,560.674,23.0,90.0,1943.355,6.0,158.0,0.94,1566.9,12.75,52.0,5705.0,2.0
2024-08-10,22.057222222222222,437.886,5.0,74.0,2031.593,3.0,107.0,0.93,1209.0,12.118421052631579,55.0,5748.0,77.0
2024-08-11,30.14638888888889,581.596,31.0,94.0,1987.695,12.0,151.0,0.9,1456.2,12.416666666666666,54.0,7445.0,49.0
2024-08-12,20.802222222222223,416.042,10.0,63.0,1931.603,15.0,116.0,0.93,1352.5,12.460526315789474,54.0,5410.0,24.0
2024-08-13,23.110555555555557,454.147,9.0,74.0,1950.626,6.0,92.0,0.88,1334.2,12.571428571428571,52.0,6666.0,18.0
2024-08-14,24.24138888888889,449.977,5.0,81.0,1941.879,8.0,99.0,0.93,983.5,12.732558139534884,56.0,4628.0,46.0
2024-08-15,10.8525,558.74,22.0,98.0,2011.167,8.0,108.0,0.94,1979.9,13.181818181818182,57.0,8378.0,196.0
2024-08-16,20.92888888888889,746.989,39.0,134.0,2020.301,22.0,129.609,0.89,2359.7,13.027777777777779,59.0,10455.0,115.0
2024-08-17,26.311944444444446,978.286,93.0,178.0,1951.268,17.0,145.0,0.91,2241.6,13.170454545454545,58.0,15943.0,88.0
2024-08-18,23.26222222222222,674.145,58.0,135.0,1891.935,17.0,126.0,0.92,2104.7,12.709090909090909,59.0,17708.0,105.0
2024-08-19,24.50638888888889,921.9159999999999,98.0,161.0,1970.195,45.0,128.0,0.88,2898.5,13.0,57.0,26116.0,204.0
2024-08-20,22.7975,834.816,69.0,123.0,1964.368,12.0,145.0,0.92,2128.6,12.93,54.0,13185.0,52.0
2024-08-21,22.390555555555554,834.389,73.0,180.0,1963.782,25.0,121.0,0.91,3067.1,12.777777777777779,54.0,21561.0,260.0
2024-08-22,25.97861111111111,440.303,6.0,62.0,1941.699,6.0,87.0,0.92,1149.6,12.882352941176471,54.0,5262.0,19.0
2024-08-23,22.21638888888889,603.246,22.0,120.0,1988.165,9.0,140.0,0.93,1652.6,12.725,49.0,14353.0,68.0
2024-08-24,27.97388888888889,556.22,20.0,85.0,2017.214,6.0,101.0,0.9,1196.6,12.84375,52.0,11683.0,87.0
2024-08-25,21.27861111111111,674.029,51.0,120.0,1960.54,9.0,98.0,0.94,1865.6,12.598039215686274,55.0,16173.0,101.0
2024-08-26,23.29138888888889,891.489,68.0,121.0,2077.092,12.0,135.952,0.93,2593.4,12.277777777777779,52.0,10058.0,111.0
2024-08-27,18.879722222222224,580.337,49.0,95.0,1870.349,28.0,132.0,0.92,1594.3,12.645833333333334,51.0,15760.0,73.0
2024-08-28,22.690833333333334,738.827,42.0,84.0,2019.076,5.0,135.395,0.93,1622.8,12.729166666666666,59.0,4725.0,41.0
2024-08-29,22.308888888888887,497.315,8.0,73.0,2000.92,8.0,87.0,0.87,1197.6,12.930232558139535,55.0,6281.0,50.0
2024-08-30,22.086111111111112,676.38,61.0,124.0,1864.646,17.0,147.0,0.95,2000.4,12.897435897435898,55.0,15279.0,119.0
2024-08-31,21.892222222222223,933.595,100.0,152.0,1943.824,50.0,163.0,0.91,2984.7,13.102564102564102,63.0,13469.0,297.0
2024-09-01,29.19361111111111,436.963,22.0,107.0,1903.895,40.0,118.0,0.89,1687.7,13.136363636363637,60.0,18645.0,131.0
2024-09-02,25.844722222222224,497.892,18.0,73.0,2004.675,31.0,106.0,0.88,1289.1,13.09375,52.0,6181.0,156.0
2024-09-03,18.946666666666665,616.881,54.0,87.0,1941.243,24.0,116.0,0.91,1597.5,13.151162790697674,50.0,13338.0,84.0
2024-09-04,18.1175,710.832,40.0,90.0,1925.957,11.0,153.821,0.94,1959.1,12.666666666666666,52.0,5899.0,17.0
2024-09-05,10.179166666666667,474.70799999999997,34.0,68.0,1939.999,10.0,100.0,0.95,1078.7,13.166666666666666,57.0,12926.0,63.0
2024-09-06,21.519444444444446,722.058,50.0,130.0,1958.265,24.0,138.0,0.93,2012.3,12.573170731707316,52.0,19014.0,213.0
2024-09-07,14.533888888888889,748.532,65.0,127.0,1937.221,10.0,134.124,0.91,2084.1,13.333333333333334,53.0,7014.0,164.0
2024-09-08,26.989722222222223,718.6899999999999,68.0,158.0,1912.787,17.0,132.0,0.94,2179.6,12.336538461538462,53.0,20025.0,105.0
2024-09-09,21.91777777777778,493.873,11.0,77.0,1991.6960000000001,9.0,106.0,0.94,1153.1,12.785714285714286,51.0,6075.0,36.0
2024-09-10,24.529166666666665,875.604,92.0,139.0,1941.454,21.0,143.0,0.88,2216.0,12.635416666666666,53.0,14989.0,200.0
2024-09-11,24.571944444444444,487.293,10.0,81.0,1996.693,5.0,124.0,0.93,1159.8,12.444444444444445,51.0,5064.0,52.0
2024-09-12,23.2975,495.277,20.0,75.0,1963.84,13.0,112.0,0.9,1652.0,13.159090909090908,55.0,7734.0,54.0
2024-09-13,18.746388888888887,703.472,41.0,89.0,2021.188,11.0,149.0,0.93,1588.7,13.08108108108108,56.0,4770.0,
2024-09-14,13.035,405.122,7.0,87.0,1883.2060000000001,10.0,128.0,0.94,991.4,19.333333333333332,51.0,5731.0,45.0
2024-09-15,24.496666666666666,912.673,102.0,142.0,1987.012,6.0,127.857,0.91,1399.3,12.686274509803921,52.0,5790.0,54.0
2024-09-16,27.914166666666667,393.9,3.0,46.0,1971.038,4.0,95.0,0.89,526.8,12.74561403508772,52.0,2414.0,
2024-09-17,20.41027777777778,798.496,59.0,158.0,1943.221,17.0,152.0,0.93,2232.3,12.74468085106383,52.0,14709.0,80.0
2024-09-18,19.3275,414.21500000000003,5.0,77.0,1951.147,6.0,106.0,0.95,953.7,13.538461538461538,52.0,4582.0,42.0
2024-09-19,21.752777777777776,771.727,63.0,135.0,1929.431,25.0,103.602,0.93,1757.5,12.366666666666667,50.0,18804.0,128.0
2024-09-20,25.969444444444445,1014.0600000000001,97.0,143.0,1967.752,18.0,137.97,0.92,2236.9,12.411111111111111,55.0,19585.0,
2024-09-21,26.119444444444444,526.804,8.0,110.0,2053.785,4.0,111.0,0.91,1322.1,12.976744186046512,56.0,8058.0,136.0
2024-09-22,21.183611111111112,643.585,51.0,105.0,1867.204,22.0,160.0,0.92,1913.3,12.444444444444445,55.0,9965.0,55.0
2024-09-23,22.985277777777778,512.838,15.0,124.0,1976.178,10.0,101.0,0.91,1405.8,12.68918918918919,47.0,8095.0,4.0
2024-09-24,18.47388888888889,664.955,65.0,137.0,1908.604,25.0,110.0,0.92,2145.1,12.5,48.0,17816.0,91.0
2024-09-25,21.261111111111113,433.594,5.0,65.0,1992.475,4.0,102.0,0.91,884.4,12.670212765957446,49.0,4030.0,20.0
2024-09-26,22.145555555555557,478.761,8.0,62.0,2022.786,6.0,115.0,0.9,884.9,12.513157894736842,52.0,3889.0,25.0
2024-09-27,23.113055555555555,594.735,39.0,88.0,1904.685,10.0,161.0,0.91,1746.7,12.423076923076923,52.0,6110.0,19.0
2024-09-28,26.120555555555555,511.712,17.0,185.0,1956.096,17.0,102.0,0.91,1569.3,14.5,63.0,11201.0,107.0
2024-09-29,26.94361111111111,397.451,4.0,43.0,1959.472,4.0,76.0,0.94,747.3,12.774193548387096,50.0,2569.0,15.0
2024-09-30,12.093333333333334,673.56,27.0,124.0,2040.669,12.0,101.0,0.92,1667.3,13.282608695652174,48.0,12578.0,3.0
2024-10-01,23.9875,637.237,46.0,107.0,1965.277,21.0,127.0,0.9,1576.9,12.426829268292684,49.0,14202.0,174.0
2024-10-02,24.201944444444443,534.702,30.0,86.0,1942.303,8.0,102.0,0.91,1600.8,12.470588235294118,49.0,8389.0,79.0
2024-10-03,25.998055555555556,435.383,6.0,51.0,2049.569,6.0,79.0,0.95,980.8,12.573170731707316,53.0,4252.0,39.0
2024-10-04,22.3075,891.071,71.0,133.0,1976.458,8.0,152.0,0.92,2242.7,12.864583333333334,53.0,5770.0,2.0
2024-10-05,27.67111111111111,581.147,46.0,107.0,1902.03,9.0,110.0,0.89,1092.1,12.904255319148936,53.0,13289.0,121.0
2024-10-06,24.21472222222222,314.781,1.0,89.0,1880.765,5.0,104.0,0.91,950.0,12.284090909090908,55.0,4905.0,76.0
2024-10-07,7.753888888888889,586.666,30.0,114.0,1987.676,9.0,163.0,0.93,1571.9,12.296296296296296,52.0,9228.0,93.0
2024-10-08,23.613333333333333,671.851,52.0,153.0,1913.063,16.0,110.0,0.93,2225.4,12.181818181818182,51.0,19190.0,173.0
2024-10-09,18.861666666666668,640.597,26.0,125.0,1914.8600000000001,2.0,142.0,0.91,1974.6,12.682926829268293,50.0,8926.0,159.0
2024-10-10,24.177222222222223,589.503,42.0,111.0,1944.287,16.0,123.0,0.88,1873.8,12.529411764705882,50.0,7453.0,35.0
2024-10-11,23.38083333333333,679.862,36.0,151.0,1930.381,7.0,114.0,0.94,1434.1,12.75,54.0,11434.0,66.0
2024-10-12,21.328611111111112,660.874,42.0,171.0,1904.486,24.0,142.0,0.95,2745.0,12.794871794871796,55.0,15767.0,299.0
2024-10-13,9.560555555555556,425.586,16.0,105.0,1900.753,8.0,155.0,0.97,1552.7,,50.0,8943.0,70.0
2024-10-14,9.0075,751.275,55.0,131.0,1968.329,8.0,148.554,0.94,2043.7,13.23076923076923,50.0,11864.0,55.0
2024-10-15,15.45,487.346,26.0,63.0,1914.804,10.0,115.0,0.93,954.2,13.03191489361702,53.0,4688.0,54.0
2024-10-16,13.758333333333333,446.557,8.0,87.0,1967.338,6.0,105.0,0.94,1501.6,12.955555555555556,50.0,7841.0,39.0
2024-10-17,5.108333333333333,825.791,51.0,127.0,2035.251,20.0,139.409,0.94,2411.5,13.090909090909092,51.0,8103.0,49.0
2024-10-18,6.141666666666667,542.574,14.0,128.0,1917.101,9.0,112.0,0.91,1608.5,12.972972972972974,53.0,10764.0,52.0
2024-10-19,8.391666666666667,634.513,52.0,191.0,1952.008,8.0,139.0,0.94,1823.7,12.72,52.0,16929.0,89.0
2024-10-20,9.666666666666666,800.244,87.0,132.0,1911.96,21.0,153.0,0.91,1932.6,13.158333333333333,53.0,7444.0,56.0
2024-10-21,6.625,730.58,40.0,109.0,1995.427,13.0,161.0,0.89,1699.1,13.8125,49.0,5143.0,10.0
2024-10-22,6.091666666666667,744.253,70.0,149.0,1878.384,27.0,130.0,0.9,2358.1,12.72972972972973,53.0,22030.0,119.0
2024-10-23,5.416666666666667,492.141,13.0,75.0,2004.8,3.0,103.0,0.93,1490.5,12.484375,55.0,8288.0,12.0
2024-10-24,6.241666666666666,589.302,28.0,96.0,1939.627,14.0,145.0,0.93,1710.7,12.487804878048781,53.0,6888.0,31.0
2024-10-25,6.641666666666667,503.936,10.0,98.0,1959.932,11.0,99.0,0.92,1442.7,12.452380952380953,52.0,7359.0,29.0
2024-10-26,,629.223,23.0,230.0,1995.147,15.0,125.0,0.95,3014.4,,60.0,14646.0,347.0
2024-10-27,6.65,685.167,33.0,101.0,1988.351,9.0,117.036,0.93,1952.0,12.773809523809524,57.0,7807.0,34.0
2024-10-28,5.433333333333334,451.758,26.0,69.0,1875.318,9.0,111.0,0.91,988.4,12.842105263157896,55.0,7900.0,25.0
2024-10-29,8.133333333333333,731.845,61.0,138.0,1941.531,21.0,130.15,0.93,1983.4,12.926829268292684,52.0,17032.0,86.0
2024-10-30,7.35,479.181,27.0,67.0,1972.021,5.0,146.0,0.92,1003.2,12.52127659574468,55.0,4428.0,13.0
2024-10-31,6.25,641.021,41.0,163.0,1916.0140000000001,9.0,148.0,0.91,1792.1,12.791666666666666,54.0,16259.0,61.0
2024-11-01,6.141666666666667,829.247,71.0,190.0,2015.672,32.0,146.0,0.93,2759.3,12.621951219512194,58.0,18112.0,108.0
2024-11-02,8.225,701.955,38.0,175.0,1966.545,29.0,136.0,0.92,2680.0,12.590909090909092,54.0,19452.0,94.0
2024-11-03,8.5,491.487,36.0,74.0,1664.073,7.0,120.0,0.94,1313.5,12.972222222222221,55.0,4227.0,4.0
2024-11-04,7.758333333333334,483.385,4.0,79.0,1971.732,9.0,102.0,0.91,1081.0,12.340425531914894,58.0,4936.0,
2024-11-05,6.608333333333333,621.84,48.0,101.0,2046.644,16.0,106.0,0.92,1352.3,13.05,56.0,14874.0,55.0
2024-11-06,4.091666666666667,809.588,42.0,108.0,2039.087,49.0,110.0,0.94,2224.4,12.871428571428572,,12775.0,55.0
2024-11-07,6.916666666666667,561.554,23.0,72.0,1998.742,6.0,115.0,0.93,1444.4,12.420454545454545,53.5,9812.0,48.0
2024-11-08,1.1333333333333333,444.115,19.0,104.0,1880.327,13.0,144.0,0.9,1436.7,13.1875,55.0,9963.0,80.0
2024-11-09,7.8,565.019,18.0,131.0,1942.142,11.0,108.0,0.94,1852.4,12.33695652173913,,12612.0,45.0
2024-11-10,6.266666666666667,940.972,94.0,134.0,1896.18,6.0,141.027,0.97,1824.0,12.473684210526315,55.5,6990.0,8.0
2024-11-11,6.925,558.468,19.0,130.0,1980.17,8.0,135.0,0.92,1781.6,12.63953488372093,51.0,15435.0,96.0
2024-11-12,5.4,515.422,25.0,81.0,1928.518,24.0,135.0,0.94,1420.2,12.447368421052632,55.0,10296.0,69.0
2024-11-13,7.216666666666667,675.345,44.0,89.0,1995.787,4.0,158.0,0.92,1224.5,12.773809523809524,51.0,4855.0,28.0
2024-11-14,8.683333333333334,524.528,38.0,73.0,1800.584,5.0,156.0,0.92,1141.4,12.859649122807017,,4956.0,
2024-11-15,7.475,656.241,63.0,132.0,1921.909,20.0,122.0,0.91,1698.9,12.883720930232558,55.5,18880.0,89.0
2024-11-16,6.358333333333333,889.533,73.0,142.0,1729.286,7.0,145.102,0.93,2026.5,13.154761904761905,57.0,7925.0,11.0
2024-11-17,8.183333333333334,508.113,10.0,109.0,1981.425,6.0,120.0,0.94,1336.7,12.555555555555555,,6910.0,72.0
2024-11-18,7.025,475.188,5.0,62.0,1990.448,6.0,112.0,0.92,835.3,12.511904761904763,57.5,3369.0,
2024-11-19,6.191666666666666,769.979,41.0,140.0,2048.162,6.0,167.0,0.94,1971.7,12.2375,57.0,5553.0,12.0
2024-11-20,7.133333333333334,604.433,24.0,127.0,1956.814,9.0,129.0,0.93,1771.1,12.255813953488373,57.0,8291.0,22.0
2024-11-21,5.458333333333333,533.274,34.0,79.0,1913.355,5.0,122.0,0.92,1264.8,12.952380952380953,51.0,4325.0,8.0
2024-11-22,7.166666666666667,544.343,16.0,148.0,1954.812,19.0,110.0,0.93,1886.8,12.418604651162791,54.0,9999.0,46.0
2024-11-23,8.833333333333334,427.45300000000003,6.0,72.0,1943.786,3.0,110.0,0.92,1097.6,12.296296296296296,54.0,4339.0,15.0
2024-11-24,6.6,504.409,23.0,122.0,1886.695,7.0,124.0,0.93,1566.1,12.581395348837209,52.0,7144.0,43.0
2024-11-25,6.208333333333333,484.949,8.0,54.0,2095.717,6.0,94.0,0.94,906.5,12.423076923076923,55.0,3466.0,
2024-11-26,4.525,543.568,26.0,70.0,2003.763,15.0,107.0,0.95,1356.7,12.261904761904763,56.0,8651.0,35.0
2024-11-27,7.775,866.633,73.0,178.0,1934.51,15.0,141.16,0.89,2409.9,12.625,57.0,13964.0,55.0
2024-11-28,9.383333333333333,664.667,37.0,170.0,2003.104,7.0,125.0,0.93,2012.1,12.432203389830509,57.0,12040.0,20.0
2024-11-29,9.108333333333333,666.085,82.0,136.0,1938.259,27.0,127.0,0.93,2205.6,12.632075471698114,58.0,11662.0,35.0
2024-11-30,6.941666666666666,662.922,29.0,178.0,1921.336,19.0,110.0,0.93,2067.2,12.46808510638298,57.0,16150.0,106.0
2024-12-01,9.825,508.075,16.0,152.0,1888.178,9.0,115.0,0.92,1712.3,12.383333333333333,,8563.0,48.0
2024-12-02,6.891666666666667,702.562,49.0,126.0,1952.354,9.0,158.0,0.94,2082.5,12.9375,58.0,5932.0,3.0
2024-12-03,7.508333333333334,644.146,22.0,116.0,2028.587,7.0,142.401,0.9,1660.6,12.155555555555555,55.0,5059.0,149.0
2024-12-04,7.375,450.9,31.0,80.0,1872.686,12.0,125.0,0.95,1288.6,12.097826086956522,55.0,5042.0,
2024-12-05,6.941666666666666,729.8340000000001,49.0,126.0,1928.932,10.0,146.0,0.94,1672.3,12.207317073170731,57.0,11544.0,27.0
2024-12-06,,465.776,7.0,82.0,1986.1000000000001,6.0,103.0,0.95,965.6999999999999,,56.0,4305.0,15.0
2024-12-07,7.05,809.043,61.0,165.0,1901.009,11.0,134.24,0.89,2038.3,11.977272727272727,53.0,9232.0,69.0
2024-12-08,,462.829,4.0,120.0,1916.415,5.0,110.0,0.93,1696.3,,55.0,6848.0,41.0
2024-12-09,,490.008,3.0,60.0,2110.113,2.0,85.0,0.94,1035.6,,52.0,4096.0,
2024-12-10,4.475,679.308,52.0,119.0,1956.19,11.0,117.0,0.88,2329.7,12.107142857142858,54.0,13948.0,
2024-12-11,6.766666666666667,951.924,78.0,204.0,1982.946,10.0,165.0,0.93,2436.4,12.595238095238095,60.0,10677.0,5.0
2024-12-12,7.441666666666666,531.741,28.0,127.0,1954.51,4.0,116.0,0.91,1255.5,12.71875,52.0,4586.0,
2024-12-13,8.283333333333333,808.094,46.0,154.0,1954.025,12.0,168.0,0.93,2401.1,12.25,58.0,10483.0,64.0
2024-12-14,7.825,459.516,12.0,139.0,1876.468,14.0,112.0,0.91,1829.5,12.704081632653061,62.0,10141.0,94.0
2024-12-15,5.55,747.884,40.0,212.0,2003.989,15.0,124.0,0.94,2351.9,12.744186046511627,,14883.0,113.0
2024-12-16,8.625,662.283,42.0,105.0,1948.6009999999999,13.0,154.0,0.9,1860.4,12.511111111111111,55.5,6382.0,
2024-12-17,7.533333333333333,545.399,13.0,127.0,1996.813,6.0,127.0,0.94,1540.5,12.784090909090908,56.0,8904.0,113.0
2024-12-18,6.083333333333333,915.261,75.0,158.0,1965.0,12.0,134.0,0.91,2354.7,12.6375,55.0,8839.0,55.0
2024-12-19,7.7,803.499,84.0,119.0,1874.256,12.0,129.843,0.89,2054.3,12.3125,49.0,8039.0,12.0
2024-12-20,7.216666666666667,509.914,11.0,102.0,1977.897,8.0,122.0,0.94,1484.9,12.26086956521739,54.0,7252.0,1.0
2024-12-21,10.141666666666667,1039.992,107.0,160.0,1900.494,37.0,142.0,0.91,2743.5,12.875,58.0,12758.0,75.0
2024-12-22,8.341666666666667,559.896,18.0,162.0,1940.086,15.0,118.0,0.91,2165.1,12.471698113207546,53.0,13551.0,60.0
2024-12-23,,1284.716,130.0,247.0,2030.132,23.0,136.0,0.93,3562.3,13.166666666666666,55.0,16756.0,79.0
2024-12-24,8.066666666666666,735.483,53.0,163.0,2026.2440000000001,11.0,114.0,0.94,2099.9,12.519607843137255,57.0,16127.0,27.0
2024-12-25,7.733333333333333,759.8480000000001,46.0,177.0,1963.964,9.0,115.0,0.93,1923.4,12.302083333333334,56.0,16193.0,10.0
2024-12-26,6.366666666666666,739.865,58.0,171.0,1916.849,11.0,153.0,0.92,2918.0,12.451219512195122,53.0,11696.0,63.0
2024-12-27,10.091666666666667,402.638,7.0,87.0,1911.651,10.0,119.0,0.92,1330.6,12.279661016949152,,7137.0,20.0
2024-12-28,8.975,689.788,57.0,122.0,1930.958,9.0,126.03,0.91,1951.8,12.547169811320755,56.5,6701.0,43.0
2024-12-29,6.675,769.079,42.0,238.0,1952.406,29.0,103.0,0.91,1539.7,12.524390243902438,57.0,12774.0,82.0
2024-12-30,6.375,578.705,16.0,240.0,1931.05,16.0,151.0,0.94,2785.7,12.525641025641026,60.0,17152.0,249.0
2024-12-31,6.891666666666667,542.624,14.0,141.0,1965.3990000000001,18.0,102.0,0.92,1994.0,11.9,60.0,9915.0,53.0
2025-01-01,9.6,394.696,16.0,110.0,1850.405,12.0,118.0,0.93,1393.3,12.483333333333333,,8052.0,111.0
2025-01-02,9.533333333333333,1145.837,121.0,215.0,1903.351,19.0,138.685,0.92,2989.6,12.40983606557377,54.5,12174.0,62.0
2025-01-03,8.75,639.337,17.0,230.0,1951.506,17.0,132.0,0.92,1991.3,12.625,58.0,10825.0,69.0
2025-01-04,7.975,691.981,51.0,174.0,1930.058,6.0,157.0,0.96,2329.3,12.480392156862745,56.0,10511.0,70.0
2025-01-05,9.75,1127.256,121.0,203.0,1939.557,39.0,139.464,0.93,2582.3,12.65079365079365,57.0,8648.0,40.0
2025-01-06,7.9,624.345,37.0,92.0,1942.894,8.0,138.0,0.93,1563.6,12.630434782608695,,4649.0,
2025-01-07,7.191666666666666,601.58,37.0,76.0,1939.709,9.0,124.165,0.95,1416.0,12.366666666666667,54.0,4394.0,3.0
2025-01-08,6.933333333333334,851.711,75.0,108.0,1995.2,11.0,133.531,0.93,2052.1,12.826086956521738,,6877.0,39.0
2025-01-09,6.575,855.64,64.0,139.0,1982.13,16.0,116.0,0.93,1820.2,12.6375,54.0,19466.0,57.0
2025-01-10,6.458333333333333,476.528,4.0,96.0,1967.203,5.0,82.0,0.93,1240.5,12.406976744186046,55.0,6035.0,
2025-01-11,8.725,1001.77,56.0,235.0,1937.653,5.0,152.31,0.92,2242.1,12.162790697674419,60.0,5510.0,10.0
2025-01-12,7.558333333333334,1106.435,122.0,185.0,1902.158,15.0,168.0,0.94,2816.4,12.89,61.0,10430.0,64.0
2025-01-13,4.5,877.554,72.0,155.0,1980.714,26.0,118.0,0.92,1879.0,11.909090909090908,,21389.0,60.0
2025-01-14,7.15,678.644,51.0,114.0,1939.79,17.0,162.0,0.94,1992.8,12.513157894736842,57.5,10565.0,43.0
2025-01-15,6.775,634.151,29.0,88.0,1996.62,6.0,164.0,0.94,1529.4,12.619047619047619,,5061.0,6.0
2025-01-16,5.875,392.599,9.0,43.0,1963.941,7.0,117.0,0.92,842.0,12.621621621621621,55.5,3655.0,
2025-01-17,4.3,594.265,26.0,123.0,1943.255,12.0,133.0,0.94,1833.4,12.233333333333333,58.0,10520.0,75.0
2025-01-18,9.266666666666667,1109.899,84.0,269.0,1978.055,80.0,131.0,0.95,4140.7,12.350877192982455,59.0,19956.0,
2025-01-19,7.233333333333333,703.208,37.0,190.0,1961.528,25.0,143.0,0.92,2783.8,13.404255319148936,53.0,20107.0,37.0
2025-01-20,5.633333333333334,821.733,53.0,163.0,1973.026,18.0,134.147,0.93,2488.0,12.202380952380953,,7699.0,20.0
2025-01-21,9.041666666666666,660.4,45.0,126.0,1886.419,24.0,128.0,0.92,2202.0,12.371794871794872,53.5,13885.0,34.0
2025-01-22,5.908333333333333,739.732,49.0,100.0,2022.596,9.0,141.909,0.94,1721.1,12.414634146341463,52.0,10396.0,
2025-01-23,9.266666666666667,953.674,92.0,153.0,1895.901,21.0,155.0,0.92,2294.9,12.389830508474576,56.0,8166.0,22.0
2025-01-24,6.716666666666667,558.191,37.0,83.0,1940.478,9.0,161.463,0.94,1484.9,12.704545454545455,,5113.0,3.0
2025-01-25,7.508333333333334,569.92,36.0,94.0,1848.128,7.0,125.71,0.93,1546.5,12.8,54.5,6284.0,25.0
2025-01-26,9.375,668.992,53.0,104.0,1974.887,7.0,156.0,0.93,1443.3,12.272727272727273,55.0,7078.0,132.0
2025-01-27,6.558333333333334,769.652,70.0,128.0,1899.337,67.0,134.0,0.94,2072.3,12.3125,,14033.0,52.0
2025-01-28,7.166666666666667,835.642,71.0,170.0,1903.764,31.0,170.0,0.94,2461.7,12.893617021276595,50.0,15027.0,45.0
2025-01-29,6.05,475.781,4.0,73.0,2039.094,3.0,122.0,0.94,1165.2,13.051282051282051,54.0,4308.0,18.0
2025-01-30,6.333333333333333,467.989,7.0,83.0,1998.184,10.0,86.0,0.94,1015.1,13.012820512820513,51.0,4325.0,1.0
2025-01-31,8.75,801.754,57.0,110.0,1924.887,6.0,148.526,0.91,1736.4,12.875,,9341.0,26.0
2025-02-01,8.625,1049.687,135.0,197.0,1904.379,25.0,158.0,0.9,2845.5,13.044642857142858,53.0,11233.0,175.0
2025-02-02,9.025,720.784,64.0,181.0,1890.666,29.0,152.0,0.92,2693.5,12.796610169491526,50.5,13159.0,115.0
2025-02-03,6.258333333333334,676.749,44.0,90.0,1909.634,33.0,142.0,0.93,1585.1,12.967391304347826,49.0,5618.0,44.0
2025-02-04,7.85,644.153,36.0,108.0,2013.569,9.0,142.0,0.93,1502.9,13.40625,,6112.0,100.0
2025-02-05,6.733333333333333,676.834,51.0,93.0,1939.541,7.0,167.0,0.95,1329.0,13.1875,51.5,5139.0,10.0
2025-02-06,5.558333333333334,416.207,6.0,53.0,1987.85,6.0,89.0,0.94,751.2,13.121951219512194,52.0,3339.0,
2025-02-07,5.666666666666667,606.71,34.0,77.0,1973.16,7.0,141.0,0.92,1544.4,12.6875,,5774.0,23.0
2025-02-08,7.783333333333333,1029.752,107.0,173.0,1896.342,13.0,141.0,0.88,2232.2,12.89795918367347,53.0,10186.0,131.0
2025-02-09,6.108333333333333,606.004,19.0,114.0,2125.977,4.0,113.0,0.93,1538.7,12.884615384615385,,8313.0,47.0
2025-02-10,5.991666666666666,409.713,3.0,77.0,1909.428,4.0,86.0,0.93,1086.9,12.6875,51.5,5268.0,
2025-02-11,6.041666666666667,897.004,75.0,137.0,1980.853,25.0,173.0,0.94,2412.5,12.64864864864865,50.0,14088.0,28.0
2025-02-12,6.883333333333334,553.267,35.0,74.0,1881.271,9.0,139.076,0.95,1362.9,12.478260869565217,56.0,4487.0,
2025-02-13,5.275,937.975,93.0,130.0,2037.506,11.0,136.0,0.93,1705.6,12.454545454545455,55.0,5738.0,
2025-02-14,8.35,377.868,13.0,43.0,1947.005,9.0,107.0,0.93,764.4,12.817307692307692,55.0,4410.0,17.0
2025-02-15,7.541666666666667,720.817,46.0,96.0,1933.439,9.0,145.0,0.94,2108.9,12.458333333333334,51.0,6254.0,
2025-02-16,9.491666666666667,513.397,31.0,73.0,1942.701,6.0,92.0,0.93,1179.7,12.703389830508474,,6182.0,31.0
2025-02-17,5.308333333333334,757.665,53.0,95.0,1991.203,6.0,143.944,0.91,1691.1,12.794871794871796,55.0,5711.0,35.0
2025-02-18,8.783333333333333,568.32,56.0,111.0,1888.833,31.0,124.0,0.87,1545.7,13.181818181818182,53.0,16545.0,116.0
2025-02-19,8.591666666666667,352.454,2.0,41.0,1908.385,4.0,86.0,0.94,747.3,12.988372093023257,49.0,3037.0,
2025-02-20,7.15,432.623,7.0,63.0,1899.819,8.0,95.0,0.94,1259.5,13.41304347826087,,5408.0,
2025-02-21,8.3,1399.029,179.0,202.0,1879.701,18.0,160.0,0.94,3201.7,12.57,52.0,13890.0,115.0
2025-02-22,8.05,430.245,9.0,150.0,1876.68,5.0,107.0,0.94,1910.0,12.471153846153847,50.0,10500.0,221.0
